id;license;rightsHolder;institutionCode;collectionCode;basisOfRecord;occurrenceID;catalogNumber;recordNumber;recordedBy;establishmentMeans;eventDate;year;month;day;collectionCode;locality;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;identifiedBy;dateIdentified;typeStatus;scientificName;kingdom;phylum;class;order;family;genus;infraspecificEpithet;taxonRank
9e108fcb-da3a-4762-a2c7-d410e55d3f06;CC_BY_4_0;;CEN;;occurrence;9e108fcb-da3a-4762-a2c7-d410e55d3f06;19533732;996.0;V. Patio;;;;;;BR;Cultivado em campo experimental do CPAC da Embrapa.;-15.7797;-47.9297;;;;;;Vigna luteola (Jacq.) Benth.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
ea624795-01cb-4f66-86ae-a330a28bf677;CC_BY_4_0;;CEN;;occurrence;ea624795-01cb-4f66-86ae-a330a28bf677;19533689;78727.0;Tnia Maria Moura;;2008-07-30T00:00:00Z;2008.0;7.0;30.0;BR;Parque Estadual da Serra de Caldas Novas.;-17.773888;-48.732222;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
edc12b47-c8ac-4ff7-99a3-1f88d00427c3;CC_BY_4_0;;CEN;;occurrence;edc12b47-c8ac-4ff7-99a3-1f88d00427c3;19533751;;Glocimar Pereira-Silva;;2008-04-26T00:00:00Z;2008.0;4.0;26.0;BR;Estrada Carolina porto de Babaulndia, 3 ponte.;-7.299167;-47.477777;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
6414da51-839a-4271-8300-6469c3d15535;CC_BY_4_0;;CEN;;occurrence;6414da51-839a-4271-8300-6469c3d15535;19533771;;Aldicir Osni Scariot;;1989-02-10T00:00:00Z;1989.0;2.0;10.0;BR;Morro do Itacolomy, nas torres de tv e rdio, km 8.;-20.33333;-43.43333;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
945ea599-e7e3-4211-a8d0-d0ba32a0cd62;CC_BY_4_0;;CEN;;occurrence;945ea599-e7e3-4211-a8d0-d0ba32a0cd62;19533719;;Glocimar Pereira-Silva;;2001-01-24T00:00:00Z;2001.0;1.0;24.0;BR;s margens do rio Macaco (local Serra Branca).;-13.59889;-48.07028;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
11bb7cd2-126b-40c8-81e5-6293838e2acd;CC_BY_4_0;;CEN;;occurrence;11bb7cd2-126b-40c8-81e5-6293838e2acd;19533724;;Rodolfo de Paula Oliveira;;2013-01-18T00:00:00Z;2013.0;1.0;18.0;BR;Fazenda Sucupira (Crrego Riacho Fundo);-15.906944;-48.009444;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
897f3773-c540-49f5-a708-e9e52425dda9;CC_BY_4_0;;CEN;;occurrence;897f3773-c540-49f5-a708-e9e52425dda9;19533744;61238.0;Anderson Cssio Sevilha;;2004-03-31T00:00:00Z;2004.0;3.0;31.0;BR;Ponto 33 da fitossociologia.;-12.832777;-47.628888;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
4a1f1e86-9f35-49df-9c32-32587f350e8a;CC_BY_4_0;;CEN;;occurrence;4a1f1e86-9f35-49df-9c32-32587f350e8a;19533698;44317.0;Ldio Coradin;;1984-10-30T00:00:00Z;1984.0;10.0;30.0;BR;Rodovia Braslia - Anpolis (BR-060), margem esquerda do rio Descoberto.;-16.1;-48.28333;;;;;;Vigna longifolia (Benth.) Verdc.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
7cdec0c3-057c-4ab6-bf8a-222d03c0e516;CC_BY_4_0;;CEN;;occurrence;7cdec0c3-057c-4ab6-bf8a-222d03c0e516;19533708;67699.0;Glocimar Pereira-Silva;;2007-03-24T00:00:00Z;2007.0;3.0;24.0;BR;Estrada de acesso ao vilarejo Rozario, + ou - 3 km aps a entrada principal da obra.;-12795.0;-48.199444;;;;;;Vigna luteola (Jacq.) Benth.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
fdbd67b5-d1c5-49a5-b37a-d1b21411cd5e;CC_BY_4_0;;CEN;;occurrence;fdbd67b5-d1c5-49a5-b37a-d1b21411cd5e;19533651;;Jos Francisco Montenegro Valls;;2012-05-21T00:00:00Z;2012.0;5.0;21.0;BR;Porto da Manga, ponto da balsa, na margem leste do rio Paraguai.;-19.259444;-57.233055;;;;;;Vigna lasiocarpa (Benth.) Verdc.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
68836865-185a-44ad-97df-6d6c0ff246ce;CC_BY_4_0;;CEN;;occurrence;68836865-185a-44ad-97df-6d6c0ff246ce;19533763;55262.0;Acio Amaral-Santos;;2004-03-12T00:00:00Z;2004.0;3.0;12.0;BR;Sada da Fazenda dos Alagoanos, em direo  Estiva, beira da estrada.;-13.648055;-46.596111;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
e7d05084-7877-4774-ab38-5c9a70dd44f4;CC_BY_4_0;;CEN;;occurrence;e7d05084-7877-4774-ab38-5c9a70dd44f4;19533669;;Ldio Coradin;;1984-09-16T00:00:00Z;1984.0;9.0;16.0;BR;Rodovia Nova Xavantina - Barra do Garas (BR - 158), km 26.;-14.9;-52.28333;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
fcc9fee5-056c-430f-a614-a4eac4107bd5;CC_BY_4_0;;CEN;;occurrence;fcc9fee5-056c-430f-a614-a4eac4107bd5;19533716;;Glocimar Pereira-Silva;;2001-04-17T00:00:00Z;2001.0;4.0;17.0;BR;Rio Tocantins na localidade de Trs Galhos.;-13.63861;-48.13167;;;;;;Vigna luteola (Jacq.) Benth.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
5f52fb7f-72cc-4d9d-870d-6f41ff82b001;CC_BY_4_0;;CEN;;occurrence;5f52fb7f-72cc-4d9d-870d-6f41ff82b001;19533709;;Glocimar Pereira-Silva;;2001-04-19T00:00:00Z;2001.0;4.0;19.0;BR;Estrada Mina - balsa do Rubo km 10, entrada  esquerda (rio Cigarra).;-13.63639;-48.16667;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
22c9d6df-f3b0-40d7-a1f8-90b421841c07;CC_BY_4_0;;CEN;;occurrence;22c9d6df-f3b0-40d7-a1f8-90b421841c07;19533693;;Glocimar Pereira-Silva;;2004-04-23T00:00:00Z;2004.0;4.0;23.0;BR;Margem esquerda do rio Araguaia, mata da Fundao. Fazenda Andorinhas, retiro Santa Cruz.;-6.230555;-48.428611;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
6187531d-6b2c-491c-934e-51e86fc1de1d;CC_BY_4_0;;CEN;;occurrence;6187531d-6b2c-491c-934e-51e86fc1de1d;19533702;;Glocimar Pereira-Silva;;2006-06-07T00:00:00Z;2006.0;6.0;7.0;BR;Canteiro de obras do UHE So Salvador, eixo da barragem.;-12.807777;-48.238333;;;;;;Vigna longifolia (Benth.) Verdc.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
dd5c2f1a-7fbb-4a30-9528-e398a0fa8812;CC_BY_4_0;;CEN;;occurrence;dd5c2f1a-7fbb-4a30-9528-e398a0fa8812;19533711;;Glocimar Pereira-Silva;;2001-05-24T00:00:00Z;2001.0;5.0;24.0;BR;Estrada de acesso  casa de visitas.;-13.4;-48.16111;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
67733f96-9c81-424f-a410-6359ca825059;CC_BY_4_0;;CEN;;occurrence;67733f96-9c81-424f-a410-6359ca825059;19533710;;Glocimar Pereira-Silva;;2001-05-24T00:00:00Z;2001.0;5.0;24.0;BR;Estrada de acesso  casa de visitas.;-13.4;-48.16111;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
016e7736-1992-46f6-8574-f0e1b181b5da;CC_BY_4_0;;CEN;;occurrence;016e7736-1992-46f6-8574-f0e1b181b5da;19533678;;Nuno Maria de Sousa Costa;;1988-08-22T00:00:00Z;1988.0;8.0;22.0;BR;Ptio dos Servios de Extenso Rural.;0.05;-51.066666;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
2d1b9f88-b5dc-4bd3-a548-8e9cf2771ce9;CC_BY_4_0;;CEN;;occurrence;2d1b9f88-b5dc-4bd3-a548-8e9cf2771ce9;19533703;;Glocimar Pereira-Silva;;2006-06-19T00:00:00Z;2006.0;6.0;19.0;BR;Canteiro de obras do UHE So Salvador (rea do bota-fora).;-12.81;-48.235555;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
20ce73e7-04cf-445c-9a39-a4349fcbd130;CC_BY_4_0;;CEN;;occurrence;20ce73e7-04cf-445c-9a39-a4349fcbd130;19533690;78903.0;Daniela Incio Junqueira;;2008-03-20T00:00:00Z;2008.0;3.0;20.0;BR;Parque Estadual da Serra de Caldas.;-17.7417;-48625.0;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
9c111781-9a3e-4f4c-8273-2682e559fae3;CC_BY_4_0;;CEN;;occurrence;9c111781-9a3e-4f4c-8273-2682e559fae3;19533695;;Jos Francisco Montenegro Valls;;1991-05-18T00:00:00Z;1991.0;5.0;18.0;BR;Entre Miracema do Tocantins e Miranorte.;-9.56722;-48.3917;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
5ba74801-1109-444f-87cf-380d1b8e27aa;CC_BY_4_0;;CEN;;occurrence;5ba74801-1109-444f-87cf-380d1b8e27aa;19533704;;Glocimar Pereira-Silva;;2006-06-05T00:00:00Z;2006.0;6.0;5.0;BR;Canteiro de obras do UHE So Salvador.;-12.799166;-48.228611;;;;;;Vigna luteola (Jacq.) Benth.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
5aa608e0-30d6-4eca-b411-87187fb34028;CC_BY_4_0;;CEN;;occurrence;5aa608e0-30d6-4eca-b411-87187fb34028;19533717;;Glocimar Pereira-Silva;;2001-04-17T00:00:00Z;2001.0;4.0;17.0;BR;Margem direita do rio Tocantins, cerca de 800 m da balsa Serra Branca (COTERRA).;-13.58333;-48.1075;;;;;;Vigna adenantha (E.Mey.) Maréchal, Mascherpa & Stainier;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
86c4f9af-1b1a-4004-9389-3178fe2fd1f4;CC_BY_4_0;;CEN;;occurrence;86c4f9af-1b1a-4004-9389-3178fe2fd1f4;19533715;;Glocimar Pereira-Silva;;2001-05-22T00:00:00Z;2001.0;5.0;22.0;BR;Canteiro de obras, prximo  estao de tratamento de gua.;-13.39528;-48.13694;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
565d89f7-3478-4011-b34e-9f5e54f798bd;CC_BY_4_0;;CEN;;occurrence;565d89f7-3478-4011-b34e-9f5e54f798bd;19533657;;Jos Francisco Montenegro Valls;;1985-10-23T00:00:00Z;1985.0;10.0;23.0;BR;11,3 km ao sul da ponte sobre o rio Pixaim, na estrada Transpantaneira.;-16.846388;-56.836944;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
b9846419-6fda-47b9-8676-28eebe5c2c97;CC_BY_4_0;;CEN;;occurrence;b9846419-6fda-47b9-8676-28eebe5c2c97;19533697;50659.0;Glocimar Pereira-Silva;;2003-06-07T00:00:00Z;2003.0;6.0;7.0;BR;Fazenda do Sr. Jorge Meireles, margem direita do rio Corumb.;-16.31972;-48.30222;;;;;;Vigna caracalla (L.) Verdc.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
dba11ca1-9e80-4392-b7c0-f144a3322cf4;CC_BY_4_0;;CEN;;occurrence;dba11ca1-9e80-4392-b7c0-f144a3322cf4;19533701;84402.0;Glocimar Pereira-Silva;;2008-06-14T00:00:00Z;2008.0;6.0;14.0;BR;Estrada de acesso s torres 86 a 100, lagoa artificial.;-13.111944;-48.240833;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
48503c95-9b74-4241-a4f5-b54b27fa4280;CC_BY_4_0;;CEN;;occurrence;48503c95-9b74-4241-a4f5-b54b27fa4280;19532615;64718.0;Glocimar Pereira-Silva;;2006-06-19T00:00:00Z;2006.0;6.0;19.0;BR;Canteiro de obras do UHE So Salvador (rea do bota-fora).;-12.6153;-47.8831;;;;;;Vanilla palmarum Lindl.;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Vanilla;;SPECIES
cf56e55b-6a92-4948-8900-0d380ca207f3;CC_BY_4_0;;CEN;;occurrence;cf56e55b-6a92-4948-8900-0d380ca207f3;19533734;;Jos Francisco Montenegro Valls;;1991-05-17T00:00:00Z;1991.0;5.0;17.0;BR;Cerca de 10 Km de Rio Sono ao longo da estrada que sai para sudeste da cidade.;-9.34361;-47.9019;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
5e9cef64-3a8d-4c37-a4ca-3cc9fce862cf;CC_BY_4_0;;CEN;;occurrence;5e9cef64-3a8d-4c37-a4ca-3cc9fce862cf;19533694;;Glocimar Pereira-Silva;;2003-06-02T00:00:00Z;2003.0;6.0;2.0;BR;Faz. do Sr. Jeov (margem esquerda do ribeiro So Roque, prximo a fz).;-16.29194;-48.4075;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
45b92d12-641e-496a-9f54-91c7be0d506f;CC_BY_4_0;;CEN;;occurrence;45b92d12-641e-496a-9f54-91c7be0d506f;19533753;;Glocimar Pereira-Silva;;2010-05-21T00:00:00Z;2010.0;5.0;21.0;BR;Estrada BR - 230 Barra do Ouro, km 2 (Crrego Grota Seca).;-7.378889;-47.418333;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
61e67a37-b298-4fa9-8bf8-42240ed89f9c;CC_BY_4_0;;CEN;;occurrence;61e67a37-b298-4fa9-8bf8-42240ed89f9c;19533658;;Jos Francisco Montenegro Valls;;1985-10-23T00:00:00Z;1985.0;10.0;23.0;BR;Cerca de 1o km a noroeste da beira do rio Cuiab em Porto Jofre, (estrada Transpantaneira).;-17.303611;-56.8325;;;;;;Vigna adenantha (E.Mey.) Maréchal, Mascherpa & Stainier;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
5bcfa276-9ec6-4c9c-befb-b975af6935da;CC_BY_4_0;;CEN;;occurrence;5bcfa276-9ec6-4c9c-befb-b975af6935da;19533674;;Nuno Maria de Sousa Costa;;1988-08-26T00:00:00Z;1988.0;8.0;26.0;BR;A 9 km do entroncamento da BR-156, junto do rio Matap.;0.116667;-51.18333;;;;;;Vigna luteola (Jacq.) Benth.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
37c33442-b7ce-4a04-a760-9bc164198517;CC_BY_4_0;;CEN;;occurrence;37c33442-b7ce-4a04-a760-9bc164198517;19533707;17008.0;Bruno Machado Teles Walter;;1992-04-13T00:00:00Z;1992.0;4.0;13.0;BR;Estrada de terra vicinal  GO - 237. Entrada a 1 km da ponte sobre o rio Bagagem, estrada Niquelndia - Colinas do Sul.;-14.35;-48.2;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
cf87aa5e-5c2d-4cd7-bc6e-78c66222a63c;CC_BY_4_0;;CEN;;occurrence;cf87aa5e-5c2d-4cd7-bc6e-78c66222a63c;19533681;;Jos Francisco Montenegro Valls;;1990-06-06T00:00:00Z;1990.0;6.0;6.0;BR;Margem oeste do rio dos Bois, ao norte da rodovia GO - 060, entre Ruibarbo e Nazrio.;-16.5817;-49.8817;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
a63e418d-1f3c-4e75-87fd-20cd68e1f4a0;CC_BY_4_0;;CEN;;occurrence;a63e418d-1f3c-4e75-87fd-20cd68e1f4a0;19533676;;Nuno Maria de Sousa Costa;;1988-08-23T00:00:00Z;1988.0;8.0;23.0;BR;Rodovia Duque de Caxias, cerca de 500 m aps o quartel do exrcito.;0.03333;-51.08333;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
7116186e-806c-4e94-9a16-0eb5442aba67;CC_BY_4_0;;CEN;;occurrence;7116186e-806c-4e94-9a16-0eb5442aba67;19533655;;Ldio Coradin;;1984-08-27T00:00:00Z;1984.0;8.0;27.0;BR;Rodovia Arenpolis - Marilndia (MT-160) km 1.;-14.45;-56.86667;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
acf57fc9-fa60-4757-8e12-aa71bb41b8fb;CC_BY_4_0;;CEN;;occurrence;acf57fc9-fa60-4757-8e12-aa71bb41b8fb;19533684;17484.0;Bruno Machado Teles Walter;;1992-07-09T00:00:00Z;1992.0;7.0;9.0;BR;Fazenda Baio, sede  26 km de Urua, na margem esquerda do rio das Almas. Mata prxima ao rio.;-14.63333;-49.03333;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
4fecc607-927c-4105-af69-23fb78062e57;CC_BY_4_0;;CEN;;occurrence;4fecc607-927c-4105-af69-23fb78062e57;19533675;;Nuno Maria de Sousa Costa;;1988-08-26T00:00:00Z;1988.0;8.0;26.0;BR;A 9 km do entroncamento da BR-156, junto do rio Matap.;0.116667;-51.18333;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
acfd76cf-2464-42db-889a-d080c3a2b6ef;CC_BY_4_0;;CEN;;occurrence;acfd76cf-2464-42db-889a-d080c3a2b6ef;19533680;;Nuno Maria de Sousa Costa;;1988-09-02T00:00:00Z;1988.0;9.0;2.0;BR;BR-156, 12 km do trevo de Amap para Tartarugalzinho.;1.833333;-50.883333;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
00f7ebbf-2678-4633-ba09-16947a039713;CC_BY_4_0;;CEN;;occurrence;00f7ebbf-2678-4633-ba09-16947a039713;19533660;;Jos Francisco Montenegro Valls;;1985-10-16T00:00:00Z;1985.0;10.0;16.0;BR;Fazenda Campo Dora, a 4,7 km W da sede, em direo  fazenda So Jos.;-18.933333;-56.683333;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
1d1e79e5-d0cd-4dc9-bf3d-d289eed664a6;CC_BY_4_0;;CEN;;occurrence;1d1e79e5-d0cd-4dc9-bf3d-d289eed664a6;19533673;;Nuno Maria de Sousa Costa;;1988-08-26T00:00:00Z;1988.0;8.0;26.0;BR;A 30 km do entroncamento da BR-156, Ponte do rio Marnanum.;0.183333;-51.26667;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
7ee9605e-95f2-442d-8487-6e83ec309044;CC_BY_4_0;;CEN;;occurrence;7ee9605e-95f2-442d-8487-6e83ec309044;19533662;;Ldio Coradin;;1984-08-25T00:00:00Z;1984.0;8.0;25.0;BR;Rodovia Cuiab - Cceres BR - 070, km 50.;-15.76667;-56.6;;;;;;Vigna Savi;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;GENUS
fbdde8d0-e915-4661-bc4e-8252b6a09aa0;CC_BY_4_0;;CEN;;occurrence;fbdde8d0-e915-4661-bc4e-8252b6a09aa0;19533668;9774.0;Gilberto Pedralli;;1982-07-25T00:00:00Z;1982.0;7.0;25.0;BR;MATA GALERIA. RIACHO A 64 KM OESTE DO MUNICIPIO CITADO;-14.41667;-52.75;;;;;;Vigna lasiocarpa (Benth.) Verdc.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
a9691752-7b2a-40ce-b40d-9c8c216f90f6;CC_BY_4_0;;CEN;;occurrence;a9691752-7b2a-40ce-b40d-9c8c216f90f6;19533659;;Jos Francisco Montenegro Valls;;1985-10-23T00:00:00Z;1985.0;10.0;23.0;BR;Estrada de acesso ao hotel de Porto Jofre, desde a estrada Transpantaneira.;-17.353333;-56.770555;;;;;;Vigna luteola (Jacq.) Benth.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
2fb84a2d-f9bd-4f78-81be-f95503e3f138;CC_BY_4_0;;CEN;;occurrence;2fb84a2d-f9bd-4f78-81be-f95503e3f138;19533667;9772.0;Gilberto Pedralli;;1982-07-25T00:00:00Z;1982.0;7.0;25.0;BR;16 KM DO POSTO CENTRAL RESERVA INDIGENA COUTO MAGALHAES;-14.21667;-52.93333;;;;;;Vigna caracalla (L.) Verdc.;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;;SPECIES
